Frame,Maximum diameter of the drop (d_e),Diameter at the lowest end (d_s),Surface_Tension
450,0.001792587236724484,0.0009549469470506759,52.70931850624906
451,0.0017890074283855206,0.0010230095832373014,44.00856843002461
452,0.0018117050105642385,0.001033827890371953,45.36760520736748
453,0.0018163948197859384,0.001033827890371953,45.89729479568173
454,0.001814311956758761,0.0010328521205553189,45.76894521233169
455,0.0018187178644561053,0.00102316642765461,47.368461186295356
456,0.0018546799275193234,0.0010346626796507291,50.30230474998691
457,0.0018133738878757127,0.0009767188531338343,52.4796800391062
459,0.001814311956758761,0.001044621857964008,44.495665324791915
460,0.0018117050105642385,0.0010104611819589699,48.02507967412951
461,0.001821383973005946,0.0009879455066181312,52.0267636285258
463,0.001818059392118724,0.001021872176919359,47.44079105249245
464,0.0018340723727691087,0.001033827890371953,47.93723618103003
465,0.0018103131042350956,0.0010562604552555835,42.85815025304822
466,0.0018278353577720638,0.0010560541141412998,44.774223834986024
467,0.001829068917248822,0.001112805640099267,39.4219482569518
469,0.0018013687645113752,0.0010335600607763622,44.24549243287772
470,0.0018153189722864246,0.0011114953937693063,38.22062744873242
471,0.001807483628229702,0.0010335600607763622,44.92387035310586
472,0.0018287043445553732,0.0010221804804946104,48.6642227072947
473,0.0018476288634202685,0.0009997396387359362,53.86304946274925
474,0.0018229057128812257,0.0010450440614516551,45.404123927605916
475,0.0018273252495365293,0.001011374455396254,49.800251116808845
476,0.0018293144232677317,0.0010224671443239096,48.70314356759507
477,0.0018363434828433957,0.0010340966808792614,48.1731468014995
478,0.001831183851415407,0.001033401104446733,47.648146792396766
479,0.001831183851415407,0.0010104611819589699,50.387375600919775
480,0.0018287043445553732,0.001033401104446733,47.35914568607281
481,0.0018101417439402691,0.0010335600607763622,45.22126794269874
482,0.0018411711714246993,0.0010106482639827212,51.609291189864166
483,0.0018606802283979266,0.001033401104446733,51.19242289336651
484,0.0018513428994990175,0.0009879455066181312,55.98092246682648
485,0.0018641654434201854,0.001045586644000142,50.13925775990388
486,0.001865956269881524,0.0010450440614516551,50.42101426207905
487,0.001874311837470482,0.0010686714058121686,48.6571917686023
488,0.0018243205279684913,0.0010548119482498778,44.519211501910235
489,0.0018534861503874767,0.0010680082506849442,46.34795327768492
490,0.0018522277162879562,0.001045586644000142,48.713626971463775
492,0.001856204172378326,0.001033827890371953,50.58976224816829
493,0.0018524318447586774,0.001033401104446733,50.18133480650446
494,0.0018807911761222925,0.0009654921996495373,63.63176001997301
495,0.001885111122559738,0.0010220038624544371,55.800139933640054
496,0.0018687910455640873,0.001033827890371953,52.14837599118238
497,0.0018673404480160777,0.001033401104446733,52.020328995350695
498,0.0018718908741800389,0.0010450440614516551,51.14504697590804
499,0.0018718908741800389,0.0010562604552555835,49.803389208575275
500,0.0018693305154401719,0.0010674770647629889,48.21330979147568
501,0.001896324715939894,0.001067404313391194,51.427821432039316
502,0.001907539956097675,0.0010220038624544371,58.843570393131394
504,0.0018471873346323623,0.0010215624394032145,50.98866741203474
505,0.0018733715877450997,0.0010680082506849442,48.62278636315454
506,0.0018539491577665478,0.001010459818798167,53.26181416878838
507,0.0018881148574944918,0.0010450440614516551,53.1657047348312
508,0.0018775717893938584,0.0010562604552555835,50.4856378286763
509,0.0018789138709014615,0.0010567972790809222,50.58383268272682
510,0.0018881148574944918,0.000988009292362887,61.13948419735114
511,0.0018701041518500554,0.0010335600607763622,52.34686179252911
512,0.001869345883425287,0.0010557465475677912,49.560102475231034
513,0.0018908830868706117,0.0010216871501181467,56.615054001411394
514,0.0018935807101463373,0.0010562604552555835,52.44736663508377
515,0.001888214984671188,0.0010562604552555835,51.783368371289214
516,0.0018877142956787625,0.001055842736915653,51.772710530390256
517,0.0019133129393589456,0.001045586644000142,56.353628510089194
518,0.0019006230316691102,0.0009991721601024283,61.24177220908986
519,0.0019163407517392003,0.001045586644000142,56.75515146831718
520,0.001889288236358377,0.0009882546222846414,61.27237806792947
521,0.0019163407517392003,0.0010441391306471202,56.9512693775394
522,0.0019333781007444587,0.0010450123528113029,59.13699294552541
523,0.0019283050103940872,0.0010686714058121686,55.27467132247728
524,0.0019092573846546254,0.001033401104446733,57.47262988181431
525,0.0019331371502649614,0.0008998847336369604,85.76364035821457
526,0.0019047631419859372,0.001045586644000142,55.23173685778242
527,0.0019105442243109747,0.0010221804804946104,59.23533478482053
528,0.0019407636552691478,0.0010800083433892694,55.42081006076444
529,0.0019149919919126679,0.0010216871501181467,59.92902126918732
530,0.0019213655696639837,0.0010221804804946104,60.75673242108441
531,0.0019573286479823023,0.0010104625913247458,67.95540815256032
532,0.0019361014118181089,0.001021872176919359,62.92437049335425
533,0.0019237256483654497,0.001033401104446733,59.45415856688459
534,0.0019453234685793811,0.0010450440614516551,60.79072391043995
535,0.0019453234685793811,0.0010450440614516551,60.79072391043995
536,0.001943540923479773,0.001021872176919359,64.01730238380891
537,0.0019422110527833718,0.001033401104446733,62.06267508912941
538,0.001965837455704364,0.0010220038624544371,67.35984903560313
539,0.001948172148263568,0.0009335014691086887,81.04934735381158
540,0.0019160806363754405,0.0009891897907324985,65.11796012623103
541,0.001910055261312206,0.0010217434444731884,59.23033358906686
542,0.0019783854817617104,0.0010800083433892694,60.410396011443915
543,0.0019582386210031466,0.0010330961494117792,64.44293624120682
544,0.0019593003196262102,0.0010904311619439357,56.47068460583371
545,0.0019674850363709936,0.0010330961494117792,65.82048541089706
546,0.0019693099095890896,0.000988009292362887,73.86256217349957
547,0.0019719322035453503,0.0010553651420763738,63.052356870886896
548,0.0019401220971968383,0.0010439448779320467,60.22190908021376
549,0.0019700777715533834,0.0010443201795397297,64.45307924065055
550,0.0019647926601739497,0.0010553651420763738,62.03380800717146
551,0.001966716162129354,0.0010786938832450072,59.00553999360896
552,0.0019960913941151886,0.0009309984657689627,90.99894262172383
553,0.0020027309762741447,0.0009309984657689627,92.36592672435248
554,0.001976018584725774,0.0009096360913116683,92.13621001119569
555,0.001964696435642936,0.0010216871501181467,67.23634979670216
556,0.001995251443489335,0.0010680082506849442,64.5279362420509
557,0.0019739126008472417,0.0010443201795397297,65.018312521794
558,0.0020063316256005524,0.0009655884742563964,85.02861783596497
559,0.0019861977561883713,0.0010782848554584258,61.733899573715405
560,0.0019873713602094126,0.0010104611819589699,72.76593521746842
561,0.0019957251536654843,0.0010329131331743614,70.2008864073334
562,0.0020013146630853958,0.0010346626796507291,70.78907621906308
563,0.00199521985881201,0.001055842736915653,66.39044520549292
564,0.001977787499480801,0.0009995422391037901,73.15614879812617
565,0.0019804037864506845,0.0010326650742663826,67.85383128714861
566,0.0020249072423259807,0.001011992051218253,78.84555992272662
567,0.0019933238623190234,0.001055544265464625,66.1542010616256
568,0.00199521985881201,0.001089506087620945,61.39963991009963
570,0.0020512148757376373,0.000966655717991123,93.6510019489917
571,0.0020359839251073335,0.0011012796968633963,65.46073484426971
572,0.0020347174507840443,0.0011012796968633963,65.27810244014672
573,0.0020121094791086657,0.0011114386949453976,60.680613433639664
574,0.0020186134864302015,0.0009654921996495373,87.41248631223264
575,0.002022075814027892,0.000921680218186684,98.88599590593005
576,0.0020476258789518063,0.0010104611819589699,83.20904204775071
577,0.0020435347537901753,0.0010677061384540313,71.89184809208184
578,0.0020287653175255892,0.0010777587344925068,67.98315980159616
579,0.0020233220474296276,0.001089506087620945,65.37914393585115
580,0.0020325204257664762,0.0011002693188144708,65.11086153022805
581,0.002025283310000746,0.0011227214802938545,60.93305931824003
582,0.0020389902330774767,0.001122889859050563,62.78322916451234
583,0.002048364383139902,0.0010667684054252492,72.81702174731642
584,0.0020372587112764493,0.0011007274303441842,65.72700789632391
585,0.0020555815520196183,0.0010330961494117792,80.12639032072937
586,0.0020513157411690508,0.001055544265464625,75.24519871365801
587,0.002067331308865504,0.0011125739745112254,68.35046739590727
588,0.002052145045842583,0.0011002693188144708,67.98151159400837
589,0.0020549683116861573,0.0010674770647629889,73.75498988391634
591,0.002032962422981554,0.0010881217992472424,67.00125824100134
592,0.0020549683116861573,0.0011451186553982885,61.92506687958282
593,0.0020661922988235585,0.0010680082506849442,75.48749540702579
594,0.0020914117573374927,0.0011012211788529477,73.8609839720112
595,0.0020693923212638317,0.0010553054275239128,78.31263685473752
596,0.002072070438274211,0.0010892168407717609,72.80324208698556
597,0.0020562669820003913,0.0010437677229326774,78.21904682201065
598,0.0020837467298896054,0.0011226653484296947,69.24678630546238
599,0.0020967109162118437,0.0010441391306471202,85.2921270968976
600,0.0020948165284838554,0.0010441391306471202,84.94666463773842
601,0.0020973419985494727,0.0010778172050599983,78.91631422493248
602,0.0020791917799092784,0.001045184122167945,81.93427593213583
603,0.002100584569997789,0.0010892168407717609,77.4108464456693
604,0.002098933886416551,0.0012025627325797246,60.2858414659875
605,0.0020881877270371853,0.001021872176919359,88.36431861648313
606,0.0021306085335550395,0.0010785155875363919,84.55763259721569
607,0.0021133858360583772,0.0011002693188144708,77.57672384681271
608,0.002123731529227706,0.001091345610665489,80.92082494541933
609,0.002100464564023628,0.0010779925977337302,79.4130447230121
610,0.002133419583297811,0.0011126318954303635,78.71299000405233
611,0.0021001945255101633,0.0011675719623668824,65.06060849004469
612,0.0021090875411595494,0.001167625935414981,66.29910418981402
613,0.0021402353486126365,0.0010790532175394764,86.17964959327266
614,0.002137975888488141,0.0010445188987156463,93.00797029902058
615,0.0021242418577550864,0.0012574353082312033,56.9292802773959
616,0.002146429094360754,0.0012828659093853925,56.747289018410356
617,0.002153353318899866,0.001203396339777448,67.51172661519394
618,0.002155387380942612,0.001169393062162534,72.81422889034287
619,0.0021008985406368984,0.001310187472563006,48.90437445118088
620,0.0021330937056367838,0.0010119568697374774,99.61170889733923
621,0.002126110027348429,0.0011007274303441842,79.61345138514946
622,0.0021527675236180637,0.0011338920019139916,78.19568497695577
623,0.0021701663997672903,0.0011355065990398953,80.78684387026581
624,0.0021548741793045636,0.001055544265464625,93.86792551481084
625,0.002186408150323699,0.0012500969471447663,65.7525546701352
626,0.0021688594283704845,0.0013282770920185038,54.52546286547856
628,0.0021594899149775253,0.0011675719623668824,73.72413159727677
630,0.002131859378436457,0.0011770004413878391,68.20265557291104
631,0.0021767262293922794,0.0011788520748936709,74.5958377056312
633,0.002163950200074734,0.0012014617484847482,69.29335799224644
634,0.002162988955751836,0.0011902370741372489,70.79060755495819
635,0.002163950200074734,0.0011790124374774348,72.62541003041113
637,0.002167005868010378,0.0011002120414611008,86.82499063682498
638,0.0021696506324984564,0.0010441391306471202,99.44685713625084
639,0.002199536081654916,0.0013696517250842274,53.80423984632745
640,0.0021976971611205234,0.0012261019310940036,70.61771033687862
641,0.0021696506324984564,0.0011787986158511793,73.52156814816492
642,0.0022220179365520184,0.0013968091503984575,53.63081684970205
643,0.002184846375615595,0.0012798384972098518,61.814828357840284
644,0.0021981890729244396,0.0012351359873783918,69.40830406247913
646,0.002186316905256848,0.0011787986158511793,76.09154523114447
647,0.0021895140557417186,0.0012129462633325735,71.3353881143623
648,0.00219744356443221,0.0012688105299983041,64.81295376233618
649,0.00219744356443221,0.0011007274303441842,92.32878207946419
650,0.0022045443022270486,0.0012688105299983041,65.75862989928366
651,0.002194573863878564,0.0014033765914325726,50.13116019505491
652,0.002218052630856652,0.001246360802386723,70.65936812590459
653,0.002242141215653497,0.0013623827814873703,59.426615869685556
654,0.0022280421881025235,0.0013971320640589677,54.255529910145654
655,0.0022014548606883685,0.0012013043826718769,74.87554302923702
656,0.0022149535793484156,0.0012017239790460663,76.89225302259821
657,0.002202742654585185,0.0014040500075167383,50.91360501293056
658,0.00221073873895058,0.0013698357562204405,55.02722797758023
659,0.002225611280198534,0.0013509826833350595,58.700072096394074
660,0.002218052630856652,0.001179279659991117,81.09552973989034
661,0.0022130465041480204,0.0011677878395920547,82.25843961167847
662,0.0022242661127127037,0.0011689205409336704,83.94465219964032
663,0.002211679230267324,0.001133947578044495,88.26226446203137
664,0.0022243794395641918,0.0013361604345609075,60.18511250520711
665,0.002236529558697294,0.0012601603180688369,71.35740965756271
666,0.0022366159985197477,0.0013850875973794698,56.40224004554419
667,0.002241960171020951,0.0012915043798117812,67.85778254784248
668,0.0022242661127127037,0.001358471461937914,57.740676353739396
669,0.0022231325264643635,0.0013367262845726763,59.97051981227953
671,0.00223105553489635,0.0012126864594734167,77.65813341409832
672,0.0022320439334806144,0.0012798384972098518,68.04059424338973
673,0.0022242661127127037,0.0013921050320528212,54.32933282272317
674,0.0022330883362913574,0.0011565632816100413,87.74146315421092
675,0.0022592919082132902,0.001329489444265203,65.35361664369135
676,0.0022735089423944117,0.0011466323614860588,97.1652477827653
677,0.0022761152036571324,0.0012375068027008264,80.77329482765882
678,0.0022705591316555624,0.0013173646329195285,68.37188928666248
679,0.0022755771986252707,0.0013627611423310151,63.46659250996196
680,0.0022341322508690918,0.001268611843725555,69.84244248771388
681,0.002250293007529434,0.0011341142900952908,95.36019105638307
682,0.002240441780102229,0.0013700657603787885,58.40112347005944
683,0.002251664821728632,0.0013696977351863645,59.76616398065578
684,0.0022341886647886983,0.0012910651506941489,66.86461662612219
685,0.002259662683702683,0.0013965784520715504,57.85652029473658
686,0.0022477150946856833,0.001246360802386723,75.00227263555985
687,0.0022482477319233623,0.0013698357562204405,59.3451059164448
688,0.002256808679335983,0.0012798877359709439,71.489555399191
689,0.002232754119330108,0.0013224565532370934,62.8007879872548
690,0.00225163683387481,0.0013921503000808655,57.39159420084232
691,0.002245779718101126,0.0012810688984796188,69.77377285007294
692,0.0022628322007592224,0.0013142858679130707,67.72679581526542
693,0.002256585277169594,0.0014033316855371185,56.8170012029504
694,0.002247174047834959,0.0011216514956986392,97.4118372157895
695,0.002264224250425661,0.0012798384972098518,72.55729374414757
697,0.002260129179315321,0.0012798384972098518,71.96994142553011
698,0.002256808679335983,0.001358471461937914,61.631789541729574
699,0.0022572554173379516,0.0013359717646313366,64.305972209957
700,0.002256808679335983,0.001358471461937914,61.631789541729574
701,0.0022882572816666294,0.0013971320640589677,61.156790970432525
702,0.0022891301518584233,0.0014077924382840212,60.11300949034087
703,0.0023039463196689097,0.0013964400147814414,63.13999789161245
704,0.0022655876292675186,0.001382018827697166,60.08851850177302
705,0.002281883686353865,0.0013736882746516151,62.99490250974299
706,0.002294641257827039,0.0014304973030100318,58.39233989336844
707,0.0022612720877592907,0.0013921050320528212,58.50729993469974
708,0.0022932647229721177,0.0014418497439544122,57.10020625527867
709,0.0022357337747297115,0.0012110725652968613,78.65234104989753
710,0.002256557350343686,0.0014033765914325726,56.809317524600736
711,0.002306825502449102,0.001351745681028549,68.8520455637505
712,0.002281774167394442,0.0013476193518606706,66.0588468366698
713,0.0022849756519073786,0.0013586106234477569,65.14496989413304
714,0.0022850859679240465,0.0013698357562204405,63.83767084583564
715,0.002308891825199849,0.0012374547267522814,86.13769997653138
716,0.0022849756519073786,0.0012126864594734167,86.44773470171498
717,0.002308891825199849,0.0012942187050436703,77.03572447843378
718,0.0022682285801905815,0.0014257849925057122,55.89184302667098
719,0.002281553209767624,0.0013812890487273635,62.0949096603437
720,0.0022955397738088383,0.001363092121916983,65.96510485181754
721,0.002269145243851183,0.0014257849925057122,55.99333325554094
722,0.0022446215473446297,0.0013990137418893119,55.90428348239296
723,0.002280005906809758,0.0013921503000808655,60.7104198681863
724,0.0022732240731427136,0.0013928291439520106,59.83113275683002
725,0.002292355087327416,0.0013921503000808655,62.200863271681236
726,0.0022926574671391507,0.0011563453088825853,98.79707425696488
727,0.0022960731013088945,0.0014308576524843567,58.51940519239543
728,0.00232011260633744,0.0013857853159682822,66.40823564094308
729,0.002308891825199849,0.0014084789096143926,62.402632049141104
730,0.0022682285801905815,0.0014259617792382584,55.87459062948423
731,0.00226789515608899,0.0014037357868803366,58.06517618264642
732,0.0022687841781364993,0.001382018827697166,60.47011774889564
733,0.00226789515608899,0.0013030658261214798,69.8859864686008
734,0.00226789515608899,0.0014037357868803366,58.06517618264642
735,0.0022933771241349338,0.0014304973030100318,58.24804102776814
736,0.0022910351447478876,0.0014145583390214153,59.621896700842385
737,0.002279038309000401,0.0013359717646313366,67.13959941545025
738,0.0023037629109250325,0.0013921050320528212,63.60796876859769
739,0.002278203334573226,0.0013657490254455856,63.4491610398452
740,0.0022935918436104595,0.001403511300498245,61.10250242256958
741,0.002279121262051841,0.0014040500075167383,59.33382301449432
742,0.0022683603633456063,0.0014101607385927767,57.461560582198594
743,0.002257273265330338,0.0013772100573576716,59.61993398988993
744,0.0023035167049573727,0.0012575856502170617,81.88377384799946
745,0.0023047293661198395,0.0013284711427269196,71.60212191238048
746,0.0023037629109250325,0.0013700657603787885,66.1863905018199
747,0.002327073888893479,0.0013396779918794536,73.22439602475075
748,0.002324968290258206,0.0013968091503984575,65.7249627460646
749,0.002316081613532522,0.0014084789096143926,63.27987794563478
750,0.002307370913518248,0.0013812890487273635,65.31272217718347
751,0.0023296478874522803,0.0014079297593265953,65.02433077979052
752,0.00229762727484236,0.0014146028885321427,60.39131316591883
754,0.0022812493580860304,0.001415270962914992,58.41363993828515
755,0.0022817990841540454,0.0014101607385927767,59.005955184594484
756,0.0022549508968448153,0.001432366628223361,53.817034257935916
757,0.002286988081614522,0.0014598535161620037,54.68572609793331
758,0.0023173333616810614,0.0014533352208661722,58.670091183150575
759,0.002292355087327416,0.0014482818129813982,56.370346268452934
760,0.0023187511926880465,0.0014873895462601807,55.5344843735762
761,0.0023442904532474627,0.0014418497439544122,63.03033759404074
762,0.0023319427126238194,0.0013625246791163234,70.86714595788015
763,0.0023054036120951074,0.0014145583390214153,61.31928979207905
764,0.0023460765795661922,0.0014758634355761153,59.678872382581844
765,0.00231020961351768,0.001481918259927197,55.12537023420667
766,0.002296420134288899,0.0013921050320528212,62.7027269555024
767,0.002307370913518248,0.001437055499436042,59.18303651929451
768,0.002283392378026136,0.0014435976861946872,55.83607069173578
769,0.0022839862031123217,0.0014546996661225942,54.84502856606075
770,0.0023087634044486488,0.0014931871182792442,53.94340667146132
771,0.0023032157508111675,0.001414736528647243,61.03928861267412
772,0.0023036808451928426,0.001358471461937914,67.59110674700253
773,0.0022880847838417633,0.0012880287633236054,74.85560294970558
774,0.002317182367012654,0.0013708015143475776,67.84437499618171
775,0.0022783656710698447,0.0014434695808579292,55.298500240610835
776,0.002306824609193535,0.001414736528647243,61.469892942169196
777,0.0023344009223403234,0.00144252000806931,61.773688136743516
778,0.002352111866052697,0.0013627611423310151,73.62923957116621
779,0.0023135079481066715,0.001415270962914992,62.21503506014904
780,0.0023159037863902964,0.0013925123913283125,65.07955813974027
781,0.002316611173519799,0.0014259617792382584,61.428677940320384
782,0.0023259772897632224,0.0014706916064429,57.921382048120925
783,0.0023036808451928426,0.0013696517250842274,66.22562726370667
784,0.0023504948326341073,0.0014645106399178375,61.3535972734739
785,0.002301573490001408,0.0014258291912438077,59.672283212706624
786,0.00234321812394538,0.0013057689256994025,80.51209303170333
787,0.0023259772897632224,0.0014371870517454369,61.342239568299824
788,0.0022814748882133864,0.0012884115640641543,73.83489229605523
789,0.0023014913461996533,0.0014819607845196537,54.19356569417285
790,0.002316611173519799,0.0013925123913283125,65.16885970191872
791,0.0023017103898230864,0.0014033316855371185,62.09941282425035
792,0.0023273507995277393,0.0014422072569140237,60.97333661263865
793,0.002340686580303804,0.0012942187050436703,81.91460295749654
794,0.002329659092288901,0.001414736528647243,64.24950254019681
795,0.0023239443886117475,0.0012125305504377204,93.29704955409244
796,0.0023457194631047937,0.0013181470902654763,79.02030187368135
797,0.002372978718174425,0.0012263121500292978,99.62353832484344
798,0.0023408043652550013,0.0012915043798117812,82.3625543389522
799,0.0023486023133686973,0.0014986120292895375,57.726817398741666
800,0.002369935182310219,0.0013060156649782057,84.67679946455331
801,0.002353344449723103,0.0014304973030100318,65.405507652938
802,0.002324595110405893,0.0013142858679130707,76.4312466767176
803,0.002324595110405893,0.0013925123913283125,66.18338258611082
804,0.0023248932970259097,0.001382018827697166,67.4806097389675
805,0.0023239443886117475,0.0013247926808585707,74.83665822236506
806,0.002328495622306539,0.0013584250715999305,70.92820531255356
807,0.002324351111081731,0.0014482818129813982,59.9901281239567
808,0.002324595110405893,0.0013584250715999305,70.39629069725255
809,0.0023675138684045244,0.0014077466616264484,69.92888776304987
810,0.00231377619638903,0.001432710864380271,60.37779242393484
811,0.002365008331468615,0.0014081585979724507,69.5465309896364
812,0.0023241613161197917,0.0013259338419466466,74.70768847736397
814,0.0023450810387706114,0.0013696977351863645,71.73355374668807
816,0.0023421769791303454,0.001234931883272664,92.32314376865234
817,0.0023502349512559578,0.0012802815778868647,85.70539033591213
819,0.0023384070896198214,0.0013371505149397279,75.19198871044624
820,0.0023473372678999055,0.001336018934611566,76.65133705076569
821,0.0023580248749548696,0.0014037357868803366,69.16889432467723
824,0.0023658690599760866,0.0012798384972098518,88.37126380766787
825,0.002372978718174425,0.0013287136662593864,81.58951272577225
826,0.0023653080462336844,0.0014649066141416253,63.066428537363954
827,0.002345913947399521,0.0015829979516132264,50.10768310363377
828,0.0023658690599760866,0.0014707344556411446,62.51253535883939
829,0.0023727614522228457,0.0014429220170901857,66.41791879842732
830,0.0023879763030394603,0.0014872595618843035,63.3900178874343
831,0.0023843303500203357,0.0013171200196720537,85.1956276625156
832,0.0023845195364712163,0.0013509826833350595,80.00574786198723
833,0.002383573454057763,0.0013284711427269196,83.27574507734481
834,0.002386788604219198,0.0014077466616264484,72.52167299104686
835,0.0023617901332333257,0.0013135664339382178,82.18963337672875
836,0.0023577041497873418,0.0013023401940272011,83.3148275351315
837,0.0023831464460241,0.0013700657603787885,77.06014770582516
838,0.0023589066443174458,0.0013925123913283125,70.68394449432448
839,0.002360268730838985,0.0013809240146172032,72.3574643462826
840,0.0023910238263982714,0.0013741104211957126,77.63848193877371
841,0.0024022901905314414,0.0014202342831016544,73.03670040189702
842,0.002401485286327158,0.0013965784520715504,76.04162178028422
843,0.002374802116479078,0.0013808783785685245,74.38567402148455
844,0.0023976179847658365,0.0013741104211957126,78.604507551682
845,0.0023688504884815456,0.0013586106234477569,76.5908096393401
846,0.002395870282980859,0.0014202342831016544,72.16440156551577
847,0.002381532842633386,0.0014033316855371185,72.37123286502343
848,0.0024085056994725147,0.0014081585979724507,75.47686223144163
849,0.0023774277758810466,0.001448412345659224,66.37575487878911
850,0.0023697814156531894,0.001448238299474306,65.44217454581259
851,0.0023807123955529156,0.0014258291912438077,69.45367396400493
852,0.0024041404475201593,0.0014419838217016097,70.56794452070712
853,0.0024072210488169077,0.0014419838217016097,70.9748565184924
854,0.002353896137147096,0.0014105103941247045,67.8089734076104
855,0.002377003623378685,0.0014596376604857392,65.05983720372143
856,0.0023801564481398525,0.0014933137257255903,61.83462852119761
857,0.0023916988133327317,0.0015047485341480168,62.00348808560371
858,0.002358317585897955,0.0014769036847835507,60.98268476883874
859,0.002372040717735266,0.001448238299474306,65.72277770734841
860,0.0024181454752131735,0.0014873895462601807,67.05137594826496
861,0.0024181454752131735,0.0014646866416778669,69.66921299651503
862,0.0024181454752131735,0.0014532021904409412,71.04825406900096
863,0.0024182520718839425,0.00144252000806931,72.379873671914
864,0.002410030332721837,0.0013968091503984575,77.23229311549935
865,0.0024295247959501528,0.0014872162312343932,68.49966086874421
866,0.0023694001502331382,0.0014438111698305532,65.89534750531892
867,0.0023916988133327317,0.0015605048343172753,56.633207626694016
868,0.0023916988133327317,0.0015605048343172753,56.633207626694016
869,0.002430452991329123,0.0016013881885222562,57.07530361129733
870,0.0023878514406337854,0.001543356429544558,57.79377213714545
871,0.002408398476522421,0.0015382154113691092,60.56151256003449
872,0.0023765177442555455,0.001532615166709782,57.56467705806051
873,0.0024034479580921325,0.001661544715675948,49.52016868607018
874,0.0024069327177555157,0.001616794019962756,53.349717292067695
875,0.0024296043694487395,0.0016349602449061576,54.1166516072125
876,0.0024311952924847323,0.0016236085517286427,55.2257688566226
877,0.002416887562540689,0.0015268661477678554,62.67094067498491
878,0.0024137566074791165,0.0014264920079796511,73.80269409806817
879,0.002464890381102362,0.0014532021904409412,77.42631563958656
880,0.002408398476522421,0.0015835949864275644,56.33205352284176
881,0.002420405045856064,0.0013698357562204405,82.65363461116898
882,0.002445308908457993,0.0014876061616470805,70.47459355386435
883,0.00242560675619458,0.0015382154113691092,62.52878889633369
884,0.0024589222415237096,0.0015670559569729234,63.47356449640296
885,0.0024188423514355183,0.0016166770827045077,54.5550758698799
886,0.002415400864929433,0.001639245191267031,52.36817068842073
887,0.002429345091063541,0.0015157645320474796,65.3104532458408
888,0.0024231373360982713,0.0016397064524095654,53.088312681234235
889,0.0024151660395438125,0.001661544715675948,50.61348130250011
890,0.002463556657846285,0.0016240847763825275,58.56112255173975
891,0.002398540579065627,0.0014769036847835507,65.79374484348497
892,0.002457842404125808,0.0016054507018077352,59.64311455994669
893,0.002436209673820275,0.0016055684567094356,57.311560293423305
894,0.0024773558654655496,0.0014760380836372645,76.18406488794366
895,0.002457842404125808,0.0014146028885321427,81.73663875684196
896,0.0024387692207161957,0.0015043715668957907,67.71601616718385
897,0.002446509071401458,0.0014033765914325726,81.66211320684195
898,0.00241309378211064,0.001511066756330163,63.863253965338856
899,0.002473997937372261,0.0014985690268926712,72.91838929885067
900,0.0024659057512976283,0.0014482818129813982,78.2274868212712
901,0.0024455042760665583,0.0014931871182792442,69.84558587818633
902,0.0024793060585274578,0.001521316978797281,70.91276608362382
903,0.0024375027102012245,0.0014486298739844962,74.2179042907253
904,0.002438278202890722,0.0016166770827045077,56.5510954703278
905,0.002448337255483818,0.0014482818129813982,75.75597370530143
906,0.0024475649499321444,0.001448238299474306,75.65439705881546
907,0.002469889281535092,0.0014040500075167383,85.12330332491187
908,0.0024749354918897405,0.001544355807814574,67.76884299370285
909,0.002476575358247514,0.0014419838217016097,80.62899670954955
910,0.002476185012380926,0.0013511734731514794,94.73808147806581
911,0.0024461771222676278,0.001432710864380271,77.51487398586302
912,0.002447513454230523,0.0014710772042954463,72.75661886553874
913,0.002458739637439253,0.0014489343587752806,77.1253591290842
